Daniil Medvedev,Marton Fucsovics
0.6276399017821782,0.5632529710891089
0.6312904909803922,0.5577308831372548
0.6251614570873787,0.5523160201941748
0.6287656738461539,0.5470052892307693
0.6227774293333334,0.541795715047619
0.6263361328301887,0.5366844347169811
0.6267130537071651,0.5316686923364486
0.6270829945679013,0.563782871111111
0.6274461475229358,0.549436239266055
0.6278026976969697,0.5398959098181818
0.6281528235435435,0.5521490998198199
0.6284966971428572,0.5615049114285715
0.6288344844837759,0.5691780664475348
0.6291663457309942,0.5757767550877193
0.6357036156024846,0.5762047833043478
0.6240657765517242,0.5766254317241379
0.6139835429439696,0.5770388895726496
0.6050138142372882,0.577445339661017
0.6113887936440031,0.5778449586554621
0.603263584,0.5782379173333333
0.6024101659504133,0.5665720392286502
0.6015707383606558,0.5744963121311475
0.60074496,0.5815033635476718
0.5999325006451613,0.5878108877419355
0.5991330406400001,0.5935699391015384
0.6062827784126984,0.594353572063492
0.6127574921934759,0.5951248643488795
0.6041012766666667,0.5958841051923077
0.610109535503876,0.5966315748598687
0.6021075617013575,0.5973675449940828
0.5945925960305344,0.5980922789430416
0.6002555707814993,0.598806032074592
0.5931701509774436,0.5995090520763448
0.5985160738024166,0.6002015792422503
0.6035743642289563,0.6008838467464388
0.6031470126203209,0.607373792605042
0.6027258997213006,0.5952935528953771
0.6023108899077734,0.601547464347826
0.6019018514584696,0.590819023004655
0.6014986564155844,0.5968229767619048
0.6011011804513218,0.6024197280776409
0.6065546515125536,0.6029957196145292
0.5991838933333333,0.6035636553257269
0.5921640977777778,0.6041237030409357
0.5973958573156499,0.6046760259600726
0.602377983805175,0.6052207828118241
0.607134509776482,0.6057581280057286
0.6068932534362934,0.595192905945946
0.6066552354362417,0.6010417231319911
0.6064203910095238,0.6065297278060606
0.6061886571050141,0.6117007347653326
0.6059599723308271,0.6165913382456141
0.598908558106829,0.6171909591285403
0.6038417537662337,0.6177827927272728
0.6085620254901145,0.6183669897634408
0.6130873723076924,0.6189436970940171
0.6174336600347423,0.6195130578343949
0.6173616786804756,0.6243579118987341
0.6172906027520488,0.6289555641219158
0.6172204152727273,0.6333312157777777
0.6171510996875589,0.6375065222360248
0.6102606068845315,0.6382009264197531
0.6146725771779141,0.6388868103067484
0.6189191536043361,0.6395643297560976
0.6230123362751843,0.6402336368484849
0.6164999909701966,0.64089488
0.6102062909749731,0.6415482040718563
0.6142358933333334,0.6421937504761905
0.6181349160456054,0.6428316572781065
0.6180856288780487,0.6328129720730222
0.6180369181685923,0.637165010214425
0.617988773862734,0.6413250285971492
0.6179411861384464,0.645309538034682
0.6178941453994955,0.6362455856217346
0.6178476422689896,0.6402034794487395
0.6115325302164503,0.6407437671657754
0.6155354215530153,0.6412779499368562
0.6094524672522983,0.6418061306543291
0.6133610618994414,0.6423284099112718
0.6074897323285025,0.6428448860653595
0.6113091117620784,0.6433556553006174
0.615018113992674,0.6438608116871364
0.6186227137191926,0.64436044723883
0.6185880516770187,0.6352638591304347
0.618553764359625,0.6265747451771772
0.6185198457230634,0.6182616031618715
0.6184862898526684,0.6102962148944554
0.6220831387234043,0.6105493985218365
0.6163474565909327,0.6107999029573936
0.6198749761295547,0.6110477705041552
0.6143195094576707,0.6112930425792229
0.6089070239506174,0.6115357597368422
0.6123918656994819,0.6117759616907554
0.6157889621207658,0.6120136873358655
0.6191023764786325,0.6122489747692308
0.6190765229645543,0.6167783167346939
0.6190509319227002,0.6211347719796954
0.6190255993762184,0.6132582598275438
0.6190005214281936,0.6175304024120603
0.6189756942596492,0.6216520527255813
0.6222949515045463,0.6219145728844151
0.6169748426514516,0.6221744938337554
0.6202379150082102,0.6224318539855653
0.623424094734812,0.6226866909986319
0.6265366691549961,0.622939041796937
0.6265487836642656,0.6269964920035305
0.6265607811251364,0.630916237638218
0.6265726632258064,0.6347066579933109
0.6265844316221638,0.6272790241026163
0.6265960879385561,0.6201042067301588
0.6266076337685369,0.6239035645536318
0.6297299112788259,0.624137365606469
0.6327805402816902,0.624368971344256
0.627566927045291,0.6245984125424375
0.6224698791599719,0.6248257194038918
0.6255002221779988,0.6250509215721843
0.6284650884684196,0.6252740481444559
0.6284829226551538,0.6182043581651376
0.6285005939726027,0.6113632423744293
0.6285181046417112,0.6152276751888112
0.628535456843226,0.6086479257440451
0.628552652718601,0.6022674094361027
0.6315085770793527,0.6023901099750872
0.6344014097959184,0.602511714973545
0.6372335358798122,0.6026322390386831
0.6400072127433629,0.602751696519174
0.6400634707391092,0.5964653788065679
0.6401192352436647,0.6003883775438597
0.6401745127219797,0.6042018964651804
0.6402293095265701,0.6079112372293853
0.6402836318999519,0.6115213482074987
0.6430437527066604,0.6116616346230275
0.638033907082705,0.6118007168633156
0.6407619519088319,0.6119386103665072
0.635877037294513,0.6120753303079697
0.6385733830156284,0.6122108916058604
0.6412175238688738,0.6123453089265537
0.6412705853393665,0.6159182776470589
0.6413232027808176,0.6193978705590233
0.6413753817435898,0.6227883135053762
0.641427127685924,0.6260935687966804
0.6440495227701643,0.6262612262258953
0.6466219344855967,0.6264275037585734
0.6491460249180327,0.6265924183606557
0.6516233781264311,0.6267559867210885
0.6517010542613524,0.6207359759349593
0.6517781014397156,0.6240271414014326
0.6518545272698664,0.6272387772043011
0.6519303392379274,0.6214429572235209
0.652005544710244,0.6246130238494118
0.6520801509357692,0.62771002687915
0.6472798478026391,0.6278646167195767
0.6425699664370412,0.6280179845059288
0.6450805260213062,0.628170144671916
0.6475458361550388,0.6283211114248366
0.649967305,0.6284708987500001
0.6454042910788822,0.6286195204150454
0.6478031128438289,0.6287669899741601
0.6433396270785071,0.6289133207722007
0.6457159060557904,0.6290585259487179
0.6480522225287356,0.6292026184418902
0.6481094410620644,0.6322899948527808
0.6481662244734667,0.6265777890901302
0.6482225777075099,0.6210004001346802
0.6482785056341263,0.6240818896789868
0.6483340130500164,0.6270957481162366
0.6483891046800195,0.6217049316354557
0.6484437851784556,0.6164341028122545
0.6484980591304348,0.6194379547221551
0.64855193105314,0.6223792453105413
0.64860540539708,0.6172728972077164
0.6486584865473145,0.6201784929411764
0.6487111788246536,0.6230259375245331
0.6510643433576642,0.6231401530359557
0.6533776877183752,0.6232535378891133
0.6556523591762013,0.6233661011129004
0.6512333215884476,0.6234778516058297
0.6468882339894683,0.6235887981383782
0.6491617199853704,0.6236989493552811
0.64921208993586,0.6186786196236933
0.649262101381364,0.6215216591622004
0.6493117581357649,0.6243092792434988
0.6493610639590395,0.6270433072874662
0.6494100225582063,0.6221919139731412
0.6494586375882564,0.6248963039709619
0.6517189862937063,0.6250021644948156
0.6539429619512196,0.6251072873146701
0.6561315538393839,0.6252116801149425
0.6582857136902097,0.6253153504736905
0.6583484201541583,0.6205404548213166
0.658410695645846,0.6232318219668713
0.6584725445930701,0.6258740299543379
0.6585339713631801,0.6212300962862394
0.6585949802641058,0.6238445211239279
0.658655575545364,0.6193050904844177
0.6587157613990462,0.6218920251408855
0.6587755419607844,0.6174521445188729
0.6588349213106989,0.613090772080537
0.6588939034743262,0.6088056186518636
0.6610465339236247,0.6088724865209623
0.6631653951035013,0.6089389100852828
0.6652513768022705,0.6090048937584489
0.6609848928476243,0.6090704418958185
0.6630565795179537,0.6091355587954422
0.6631194857839743,0.6048871832666445
0.6631819808979292,0.6007119052591272
0.6632440688775915,0.6033503259934854
0.6633057536885544,0.605945208887746
0.6633670392450777,0.6084977507506821
0.6634279294109136,0.6044322160425932
0.6634884280001202,0.6069567526688103
0.6635485387778577,0.6094413235164835
0.6656104617394392,0.609502442062985
0.6676411990510139,0.6095631713193813
0.6634366322886003,0.6096235149931972
0.6592961266643859,0.6096834767450271
0.6613300633438486,0.6097430601892744
0.6633342850514833,0.6098022688948788
0.6633909673215523,0.6122667033914946
0.6634472953274335,0.6146926068504672
0.6635032723800071,0.6170809798269297
0.6635589017490243,0.6194327870169241
0.6594874213546249,0.6195032794251143
0.6554760456038647,0.6195733366949825
0.6574914877793103,0.6196429628431899
0.659478284289235,0.6197121618371138
0.6555541478629555,0.6197809375956008
0.6575272591596639,0.6198492939897069
0.6594730397568389,0.6199172348434233
0.6613921171970949,0.6199847639343898
0.6614413432793189,0.6159774926888217
0.6614902728188788,0.612032699958754
0.6615389084873302,0.6143961177863577
0.6615872529242343,0.6105242477621747
0.6616353087376341,0.6128644857062058
0.6616830785045258,0.6151703742028986
0.6617305647713171,0.617442745556124
0.6617777700542814,0.6136640964790371
0.661824696840001,0.6159154269646517
0.6618713475858045,0.6181348853069698
0.6637848870188934,0.6181950629517731
0.6599194242342985,0.6182548886805248
0.6618207968099312,0.618314365571208
0.6636965990697674,0.6183734966660152
0.6599113271239936,0.618432284971867
