Andrey Rublev,Alexander Bublik
0.6472762384158417,0.5884014859405942
0.6507343145098039,0.5826328439215687
0.6541252434951457,0.5769762143689321
0.6574509623076924,0.5714283661538463
0.6511895245714286,0.5659861912380952
0.6544801894339624,0.5606466988679246
0.6545940817445484,0.6208275708411216
0.6547058649382717,0.5873013896296297
0.6548155970642203,0.6002619273394496
0.6549233340606062,0.6084413643636365
0.6550291298498498,0.5948518025225226
0.6551330364285715,0.6020406257142857
0.6607134014664983,0.602612537581121
0.6655692989473685,0.6031744159064328
0.6554339137391305,0.6037265224347828
0.6601284489655173,0.6042691098850576
0.6644319354156956,0.6048024223361824
0.6649644844992297,0.5907988505569008
0.6654880831779986,0.5792315132773109
0.6660029552121213,0.587830509925926
0.6665093169646883,0.5952772733884298
0.6670073777049181,0.6018733613114755
0.6674973398965263,0.6078201903523036
0.6723782264516129,0.6082947587096775
0.6768453544861539,0.6087617339733333
0.6809799326077098,0.609221296931217
0.6848417329133859,0.6096736226771654
0.6857414068750001,0.6157278551923078
0.6866271324031008,0.6212622929789591
0.6874992313846154,0.6263734621538462
0.6883580158778626,0.6163438937404581
0.6892037884848485,0.6213392831372551
0.6776308276691729,0.6219749453162319
0.6819022394029851,0.6226011200000001
0.6715013174650206,0.6232180180217866
0.6757442343343654,0.6238258440138409
0.6662401465693432,0.6244247966337485
0.6704185306004141,0.6250150687809037
0.674377960026161,0.6255968478036396
0.6657213359751553,0.626170315697479
0.6696210407565013,0.6267356492949521
0.6615133808450705,0.6272930204473903
0.6653435723722432,0.6278425961990951
0.669012937798354,0.6283845389542485
0.6692521844597702,0.6167486212413793
0.6694881537696602,0.6226180430857968
0.6697209126127488,0.6120989801360546
0.6699505260660661,0.6177604735135136
0.6701770574596073,0.6230714160341673
0.670400568434568,0.6280743918376812
0.6741951755534532,0.6285219268183128
0.6660326910889293,0.6289635731807781
0.66977058875817,0.6293994463881785
0.6733602644490994,0.6298296589045738
0.6657251618064517,0.6302543202917251
0.6692641225019426,0.6306735373021182
0.6694405911291257,0.6205640132484077
0.6696148259762179,0.6257503169620253
0.6697868691900134,0.6306585152588293
0.6699567618636364,0.635317326888889
0.6701245440692641,0.6397514201952086
0.6737012713725491,0.6402115084303353
0.6661036814723926,0.6406659514110431
0.6696301495392953,0.6411148524041812
0.6730337924586405,0.6415583121731603
0.6763231139885859,0.6419964290533563
0.6765279235802081,0.6325475846211026
0.6767302949624061,0.6235826393650794
0.676930271417004,0.6282277252300057
0.6771278952074304,0.6326679416470589
0.677323207608495,0.6243384994931773
0.6775162489351285,0.6163766591518468
0.670019431320587,0.6165540127031622
0.6734189659770116,0.6167293277079108
0.6767067461017422,0.6169026391126051
0.6798898543506494,0.6170739810695188
0.6829747343896992,0.6172433869591227
0.683187967525477,0.6093096713964687
0.6833988181681174,0.6139707949844817
0.6836073260258398,0.6064348878318319
0.6838135299293332,0.6109748332422216
0.684017467855865,0.6037916952831784
0.6842191769525988,0.6082161206557377
0.6844186935591507,0.6124828411028633
0.6846160532294154,0.6166022012046333
0.6877438420723363,0.6167433568049157
0.690774866737968,0.6168830027196334
0.6937147784088807,0.6170211630395137
0.6965687609771474,0.6171578613454272
0.6968219825039195,0.6102114630893514
0.6970725524963797,0.614333198895764
0.6973205123847519,0.6076718464814814
0.697565902740602,0.6012292524983105
0.6978087632989691,0.6053018045360825
0.6980491329798145,0.6092489747692308
0.6982870499088146,0.6130777752936277
0.6985225514375203,0.6167946704568529
0.7013883842424243,0.6169118690909091
0.6940180600881962,0.6170278898492463
0.6868745004000001,0.6171427504
0.6897980591239881,0.6172564680597016
0.6829298176085301,0.6173690598019803
0.6858322989348452,0.6174805422660099
0.6886569176034858,0.6175909317647059
0.6914074948470067,0.617700244292683
0.6915815979170344,0.6113512330173234
0.6917540188317963,0.6051918064065405
0.6919247818531469,0.6090088129753266
0.6920939107785995,0.6127185632039696
0.692261428952381,0.6068026194285714
0.692427359276174,0.6010493233310765
0.6951646230188679,0.6010780664150943
0.697831258097356,0.6011065396109994
0.7004305675668707,0.6011347467022696
0.7029656369507293,0.6011626914019934
0.7031637715568111,0.6048917604418453
0.7033600800374913,0.6085218420975688
0.7035545875229359,0.612057569174312
0.7037473186843124,0.6155032728158296
0.7062495458181819,0.6155843185454546
0.7086914104947705,0.6156646308295627
0.7022118428480093,0.6157442195795796
0.6958942775314969,0.6158230945291481
0.6983812503571429,0.6159012652380953
0.700811521723077,0.6159787410962964
0.7009781147174949,0.6102670502596838
0.7011432399322264,0.6137253165382976
0.701306916680162,0.6170982076747424
0.7014691639368493,0.6203894108296943
0.7016300003478262,0.623602391652174
0.7040366919375575,0.623700016996337
0.6978974720380855,0.6237968007427057
0.7002962134208534,0.6238927537273028
0.7026426424823486,0.6239878866009205
0.6967320976048633,0.6240822098330606
0.6909535632418239,0.6241757337157758
0.6933305676136897,0.6242684683674132
0.6956583231173017,0.6243604237362638
0.6957853903731301,0.6275696909648789
0.6959113987351597,0.6307035357810946
0.6960363613846416,0.6337650357237002
0.6961602912849543,0.6367570939944904
0.6984619400467134,0.6368801786556928
0.6928479511475409,0.6370022544262295
0.6951392269645543,0.637123333659864
0.6973850335846268,0.6372434285094851
0.6995869514294613,0.6373625509311741
0.6997126864267991,0.640322494562212
0.6998374115044794,0.6432166443622378
0.6999611387815384,0.6460475336533333
0.7000838801838799,0.6488175602161219
0.6946261355394817,0.6489608695281583
0.6892782611857708,0.6491030459602578
0.684036497836104,0.6492441028928919
0.6863099859665232,0.6493840534966425
0.6885408841603915,0.6495229107363014
0.6907305728515842,0.6496606873748735
0.6928803696671226,0.6497973959774875
0.6949915330376224,0.6499330489152166
0.6950912972665475,0.6526877705779627
0.6951902970186224,0.6471591957088123
0.6952885410473992,0.6498879974929691
0.6953860379732957,0.6525602862159894
0.695482796286117,0.6551780743123543
0.6975760705686402,0.6553181860783744
0.6996322285987697,0.6554572443724697
0.6946246731102975,0.6555952610314031
0.6966725127363185,0.6557322477152698
0.698685236622411,0.6558682159107807
0.6987837162100122,0.6504854878724802
0.698881469010989,0.6531035058302583
0.6989785030413704,0.6556695967901234
0.6990748261997343,0.650457478181006
0.6991704462693511,0.6453508775235248
0.6992653709202797,0.6479220002909092
0.699359607711419,0.6504444482864451
0.699453164092514,0.6454896862933424
0.699546047406119,0.6479899056048954
0.6996382648895191,0.6504444610231346
0.701649487863354,0.650556510025974
0.703626285058738,0.650667761527014
0.7055696622725215,0.6507782240103159
0.7006738146773294,0.6508879058400256
0.702611150516432,0.650996815262484
0.7027043277660818,0.6534256241718904
0.7027968534265734,0.6558107811655012
0.702888734308943,0.6509935313121722
0.7029799771296297,0.6533600017874397
0.7030705885121108,0.6556853502042639
0.6982355246270885,0.655797373282907
0.7001802443312996,0.6559086264434838
0.7020933688916563,0.6560191175961114
0.7039757681911263,0.6561288545429191
0.7058282787121978,0.6562378449798845
0.7059192786736029,0.6585389003793726
0.7077450916852147,0.658650219505463
0.7031027004099245,0.6587607890078087
0.7031867696696423,0.6540343432567998
0.7032702765931746,0.6563245822073579
0.7050958207794873,0.6564285002666668
0.7005336025439013,0.6565317278405316
0.7006106751308735,0.6587891499201202
0.7006872389878989,0.6610088875813296
0.7025117740963257,0.6611170081847476
0.7043086964473725,0.6612244198006023
0.704389295356423,0.6566127437089853
0.7044693691911474,0.6588226386970685
0.6999906568253969,0.6589238638961039
0.7017862922336036,0.6590244339158576
0.7035553961524927,0.6591243550967743
0.7052986271799774,0.6592236336977492
0.7070166211355312,0.659322275897436
0.7070968966499316,0.6547712510068644
0.707176660855323,0.6569786470638193
0.7072559186213152,0.6525239839186315
0.7073346747558771,0.6547154700681598
0.7074129340063091,0.6568723977287066
0.7074907010601976,0.6589956778355287
0.709195320249674,0.6590887297711007
0.710875510118421,0.6591812001320754
0.7065451309548963,0.6592730943537295
0.7022780148125938,0.6593644178038205
0.7039735203979783,0.6594551757836322
0.7056454857041222,0.6595453735290007
0.705716772084485,0.6616493129708123
0.7057876211250911,0.6637208420995229
0.7058580368382315,0.6657607933877621
0.7059280231872674,0.6677699697560975
