Alejandro Davidovich Fokina,Holger Rune
0.5574817829702972,0.5973428720792079
0.5618201968627452,0.5914865694117647
0.5660743697087379,0.5857439813592233
0.5702467315384616,0.5801118276923077
0.5743396198095239,0.6222060007619048
0.5783552837735849,0.6257700950943396
0.5822958885981309,0.6292675708411215
0.5861635192592594,0.6327002785185185
0.5899601842201835,0.6360700007339449
0.593687818909091,0.6393784552727273
0.597348289009009,0.642627298018018
0.6009433935714286,0.6458181257142857
0.6044748679646018,0.6259436290265487
0.6079443866666667,0.6110961702923976
0.6113535659130436,0.6177905721242236
0.6147039662068967,0.6235485351724137
0.6179970947008548,0.6125210548148149
0.6212344074576273,0.6180646616949153
0.6244173115966387,0.6231076630099313
0.6275471673333334,0.613874695111111
0.6306252899173554,0.6187610877558805
0.6336529514754099,0.6233271786416861
0.6366313827642277,0.624066678931475
0.6395617748387097,0.624794251797235
0.6424452806400001,0.6255101834971428
0.6452830165079366,0.626214751201814
0.6480760636220473,0.6167844888188976
0.6508254693750001,0.621731485
0.6535322486821706,0.6131498911810305
0.6561973852307692,0.6051151031794872
0.6588218326717558,0.6100044080032141
0.6614065157575758,0.6146335612121212
0.6639523314285716,0.6190348126315789
0.6664601498507463,0.6117014456445047
0.6689308154074075,0.6159830891594202
0.6713651476470588,0.6200855152941176
0.6737639421897811,0.6204255236982968
0.6564592345341616,0.6207606044444445
0.6597529502158275,0.621090863884892
0.6450404291428572,0.6214164053333333
0.6488094373633709,0.6217373291725768
0.6359553526760564,0.6220537329577465
0.6241470524549135,0.6223657115151515
0.6132337505555556,0.6226733570370371
0.6141769660689655,0.6147008971034482
0.6151072608219179,0.6192366654583772
0.6160248985034014,0.611729405936004
0.6169301356756758,0.6161403576833977
0.6178232220134229,0.6203696533950473
0.6187044005333333,0.6133219783111111
0.6195739078145696,0.6174493767314676
0.6204319742105264,0.6214251978947368
0.6089072087394959,0.6216528109803922
0.5982067655726093,0.6218774680519481
0.5882272599831697,0.6220992263225806
0.5788824364102565,0.6223181415384615
0.5791761788535033,0.6263161151592356
0.5794662030379747,0.6193736825614297
0.5797525791194968,0.6126877004132973
0.5800353755000001,0.6166560213333333
0.5803146588819876,0.6204919108544569
0.5805904943209876,0.6242043442235217
0.5866604912883436,0.6244110337487891
0.5923891093058162,0.62461520267009
0.5978120812929293,0.6248168968165869
0.6029600865404476,0.6250161609131262
0.6034128490675792,0.6184451977767542
0.6038602215646258,0.6120930361904762
0.6043022997125952,0.6059455669331794
0.6047391769411765,0.6097939024313725
0.6051709444945699,0.603870541743506
0.6102373982197273,0.6038750802379664
0.6150616189595376,0.6038795662642829
0.6196654546681499,0.6038840007270783
0.610675200457143,0.6038883845102989
0.6152008923278237,0.6038927184778012
0.6156628629755179,0.607805819661017
0.6161196429417773,0.6018630903370786
0.616571319221263,0.6056904279426767
0.6170179768754209,0.6094074011536643
0.6174596990858865,0.6130200556906078
0.6086607050290886,0.6130858795604396
0.6002651214363779,0.6131509840437158
0.5922409062318841,0.6132153808695652
0.5969772714331629,0.6132790815135135
0.6015301475721563,0.6133420972043011
0.6059126207486631,0.6134044389304814
0.5984343621276595,0.6134661174468086
0.6027270697225449,0.6135271432804232
0.5955936996691731,0.6135875267368421
0.5997982933690491,0.6136472779057591
0.6038647068560606,0.6137064066666666
0.5970932301208982,0.6137649226943005
0.5905491218825639,0.6138228354639175
0.594584399755592,0.6138801542564103
0.5882941840816327,0.6139368881632653
0.582200077066197,0.6139930460913705
0.5823518185858587,0.6178365155555556
0.5825020350651215,0.6215659803015074
0.5826507493795918,0.6153836405960784
0.5827979839496396,0.6093804787753541
0.5829437607516671,0.6035472066355314
0.5830881013290439,0.5978752074730889
0.5871846082352941,0.597849312302106
0.59116103912769,0.5978236697669377
0.5950237419865572,0.5977982761884214
0.5987785966858081,0.5977731279584899
0.5989840334034833,0.6015943753846154
0.599187504219554,0.6053119689405331
0.5993890372183288,0.6089309034720134
0.5995886599517124,0.612455837934303
0.6032936446820405,0.61249467669486
0.6068981053691849,0.6125331507722196
0.6104069563150867,0.6125712652787625
0.6138247755658915,0.6126090252317562
0.6140694139506173,0.616099040703076
0.6143117976036867,0.6195005994470046
0.6145519575535168,0.6228176744533013
0.614789924261796,0.617289811825011
0.6150257276363635,0.6205550285021644
0.6184060137806211,0.6206200312461395
0.6217005607512597,0.6206844483798083
0.6157204487892377,0.6207482877813367
0.6189728677459017,0.6208115571882087
0.6221470197103943,0.6208742642003526
0.6223915875649444,0.6154054428318584
0.622634000636635,0.610068177241613
0.6228742872778721,0.6133630771717171
0.6231124753458234,0.6165821035886072
0.6233485922131838,0.6114162944654732
0.6235826647786622,0.6063669286354225
0.6267280093760264,0.6063769662368816
0.6297989703004292,0.6063869176786714
0.6327986788428666,0.6063967840654032
0.6270260196827854,0.6064065664828863
0.6299948915608399,0.6064162659985262
0.6302335931330689,0.6096572697769741
0.6304702888097329,0.6128267094141318
0.6307050037694373,0.6159273225104602
0.6309377627711443,0.618961700675799
0.6252614648181597,0.6190080711555732
0.6197203584573003,0.6190540584082418
0.622715826313933,0.6190996671650036
0.6256466096559686,0.6191449020794969
0.6285151658594105,0.6191897677293821
0.6231937401626017,0.6192342686178861
0.6260323255235802,0.6192784091753092
0.628813145483871,0.6193221937604949
0.6290187151807229,0.6223564868077716
0.6292226403200001,0.62532652032
0.629424940557769,0.6203189288152652
0.6296256352380953,0.6232496143145743
0.6298247433992096,0.6261207634660992
0.6325751225694157,0.6261794440864124
0.6352704775227911,0.6262376644665661
0.6301002346875,0.6262954300000001
0.6327708785066247,0.6263527459962088
0.6277351165891474,0.6264096176823694
0.6228017763706564,0.6264660502049302
0.6254720509643528,0.6265220486311638
0.6206605634787425,0.6265776179506828
0.6233040461068703,0.6266327630769232
0.6186079672019683,0.6266874888485913
0.621224751888654,0.62674180003108
0.6237949436981132,0.626795701317852
0.6239561155889725,0.6217854181174456
0.6241160801997503,0.6246971164044943
0.6242748510447762,0.6275503057158651
0.6244324414374225,0.6303469791712757
0.6245888644938271,0.625503136842481
0.6247441331365313,0.6207545653979969
0.6248982600980392,0.6160981209688581
0.6250512579242979,0.6188994031382571
0.6252031389781022,0.614349014890511
0.6253539154424242,0.6098836135140495
0.6206726814492753,0.6098972104347826
0.6160793309990671,0.6099107091828028
0.6186854279456435,0.6099241108175277
0.6141957173295521,0.6099374163831867
0.6167748729565217,0.6099506269090909
0.6193099294929783,0.6099637434098997
0.6149363229032745,0.6099767668858801
