Daniel Elahi Galan,Mikael Ymer
0.5639765354455446,0.5729540601980199
0.5584473537254901,0.5673368635294118
0.5530255347572816,0.5715374765048544
0.5477079815384616,0.5660419238461538
0.5424917150476191,0.5606510483809524
0.5373738686792453,0.5647958498113208
0.5323516829906543,0.568863178317757
0.5274225007407408,0.5635959266666666
0.5225837622018349,0.5675996337614679
0.5178330007272728,0.562439637090909
0.5131678385585586,0.5663816223423424
0.508585982857143,0.570253215
0.5040852219469028,0.570368968259587
0.49966342175438594,0.570482690760234
0.5387967833043479,0.5705944354782609
0.5600140524137931,0.5707042535632184
0.5740310263247863,0.5708121944159544
0.5589968650847458,0.5709183057627119
0.5699056549339736,0.5710226337254902
0.558013584,0.5711252228888889
0.5478922596143251,0.5712261163636364
0.5390297547540983,0.5713253558469945
0.5378994315447154,0.5630323208505316
0.5367873393548388,0.5553900006451613
0.53569304064,0.5616135473066667
0.5346161117460317,0.5545107942857144
0.5335561423622047,0.54782868057434
0.5444445531818183,0.5472252395955882
0.5539661246511628,0.5466311542909257
0.5624267402603551,0.5460462087601811
0.5531422143511451,0.5454701936955546
0.5446588137373738,0.5449029061319074
0.5368355645112782,0.544344149208315
0.544489776716418,0.5437937319402986
0.5515676302222222,0.5432514690021787
0.5511884564705882,0.5357967652941177
0.5508148181021898,0.528812463127161
0.5504465947826087,0.5222344933333334
0.5500836696402878,0.5293715524768756
0.5497259291428571,0.5230856888831169
0.5417211539828294,0.5222772152675693
0.549025563943662,0.5214801286043534
0.5558422349916751,0.5206941900063573
0.5622335422222222,0.5199191672222222
0.5682511219910045,0.5191548344075235
0.5682303430136987,0.5127969868493151
0.568209846743567,0.5200795470294786
0.5681896274500587,0.526948378918919
0.5681696795564634,0.5207995255756325
0.5681499976347826,0.5149248696691359
0.5681305764008062,0.5092985057332072
0.5743089698245615,0.5085324441353384
0.5662851639215687,0.5077763964145658
0.5721784171028971,0.5070301674953618
0.5777691785328555,0.5062935673364055
0.5830873723076924,0.5055664107692308
0.5832405919563239,0.5124494711882275
0.5833918721157324,0.5189980595780591
0.5835412493800539,0.5252422727693244
0.5836887594285713,0.5312085005
0.5889670748168773,0.5308205595031056
0.5812446301234568,0.5304374079012346
0.5863468300969721,0.5300589575460123
0.5790343297560976,0.5296851224390244
0.5720355909348026,0.5293158186666667
0.5770190330829199,0.5289509643373494
0.5818061681437126,0.5285904795209581
0.5751684330158731,0.5282342861904762
0.5687798357524388,0.5278823081656805
0.5734585051145511,0.5275344710588235
0.5673269715279652,0.5271907022222222
0.5718699423255814,0.5268509306976744
0.5659702288566193,0.5265150871676301
0.5703870365845649,0.526183103908046
0.5646976868358804,0.5258549147428572
0.5591828155371901,0.525530455
0.5591052546892655,0.5190302829378531
0.5590285653115423,0.5128096898083279
0.5589527327983748,0.5068463851237031
0.5588777428686869,0.5011205189629631
0.5633239230939227,0.5006539230939226
0.5676343745437171,0.5001924546520147
0.5718168368515288,0.49973602958105645
0.5758784243478261,0.49928456565217394
0.5759187211531531,0.49366388940248357
0.5759585846594982,0.5004241204074703
0.5759980218181818,0.5069060802303579
0.5760370394326242,0.513129574893617
0.5760756441622575,0.5076271471518905
0.5761138425263158,0.502314677112782
0.5761516409075044,0.4971800174649945
0.5761890455555556,0.49221210268939397
0.5704895711028868,0.4917814229298163
0.5746475777319588,0.4913551831677601
0.5691345534519859,0.4909333150955711
0.563775977645212,0.490515751799629
0.5585639684168183,0.49010242772496543
0.5585064221688585,0.49619261544332216
0.5584494542751494,0.5020695394013546
0.5583930560603774,0.5077460557191489
0.5583372190218718,0.5132339639137645
0.5625163205280528,0.5129621786138614
0.5573568879892521,0.512693071001642
0.5523329205602241,0.5124266016993464
0.5474379901206675,0.512162732097561
0.5515378761834616,0.5119014243365696
0.5555339535511341,0.5116426412882448
0.5594309138461538,0.5113863465384615
0.5632331504337595,0.5111325043700159
0.5632052642373147,0.516671491148688
0.5631776423650066,0.5115088155450237
0.5631502810763995,0.516859634117647
0.5631231767013007,0.5220435828963526
0.5630963256381185,0.5270695718779757
0.5668883019474869,0.5268997879982449
0.5705895572486772,0.5267315761914744
0.5742039404608295,0.5265649147239371
0.569407618574453,0.526399782260689
0.5647203255348,0.5262361578564659
0.5601376672564451,0.5260740209468268
0.5637071363747672,0.5259133513395373
0.567198882068155,0.5257541292061874
0.5671899964593488,0.5205855708619831
0.5671811901863355,0.5256298542532467
0.5671724621913043,0.5206054098793651
0.5671638114351674,0.5157193389659991
0.5671552368971462,0.5206110348351816
0.5671467375743706,0.5158514157537912
0.5625897757704305,0.5156711749478203
0.5581307860183712,0.5154925014532057
0.5537660753823954,0.5153153749152543
0.5572861948417572,0.5151397753302163
0.5607331299106832,0.5149656830377537
0.5641095302564103,0.5147930787136028
0.5598591201612543,0.5146219433624234
0.5556925773805854,0.5144522583108302
0.5556493789336403,0.5193461044163151
0.5515517747382029,0.5191947902521008
0.5548948030464488,0.5190447423152023
0.5548506738565401,0.5238367462349727
0.554806910883975,0.5284994194190871
0.5581059094214876,0.5283816532231406
0.5540767178011482,0.5282648562962963
0.5540321815664845,0.532832857470726
0.5539880088929201,0.537281571755102
0.5500125751814396,0.5371935369105691
0.5461106919974635,0.5371062148987854
0.5493844530875576,0.5370195970967742
0.5455581647436807,0.5369336750200803
0.5418000086920931,0.53684844032
0.5417261274381544,0.5412469142016549
0.541652832543374,0.5455334154208755
0.5415801170548764,0.5497127087109905
0.5415079741292804,0.5537892823899954
0.5447672669353167,0.5537513544083045
0.5410432993181818,0.5537137227389706
0.5373840369483671,0.5536763839230945
0.5337875412230835,0.5536393345554036
0.5369981050226994,0.553602571283216
0.540153426729097,0.5535660908054298
0.5366222385959708,0.5535298898715348
0.5397268648497645,0.5534939652806465
0.5427798622213328,0.5534583138805635
0.5457826896969697,0.5534229325668449
0.5457278493584905,0.5575016048958162
0.5456734213533835,0.5614814825778733
0.5456194010486891,0.5653665435290394
0.5455657838805971,0.569160547562189
0.5485485807595907,0.5691616029409334
0.5514829836674225,0.5691626505020576
0.554370322334787,0.5691636903321033
0.5572118752941178,0.5691647225163399
0.5571854581684982,0.5642225041818456
0.5571592338686131,0.5593933046912606
0.5571332002909092,0.5631576730181819
0.5571073553623188,0.5584475288939741
0.5570816970397112,0.5538404860124713
0.5599089906004702,0.5538103207586658
0.5564019350678193,0.5537803717432388
0.5591902877337032,0.5537506366493506
0.5557421820531071,0.5537211131931414
0.5523462059574468,0.5536917991231463
0.5551014330448696,0.5536626922197236
0.557815401426879,0.5536337902944942
0.5604891503781677,0.5536050911897926
0.5604719000466201,0.55736650915546
0.5604547699264422,0.5610461979588056
0.5604377587654321,0.564647083611111
0.5604208653287197,0.5600981317647059
0.5604040883984674,0.5636335377022709
0.5570420782092753,0.5636244039292599
0.5597067032627646,0.5636153327163381
0.5623325320198014,0.5636063234229585
0.5649205104761905,0.5635973754172889
0.5674715523935803,0.5635884880760645
0.5674678366132504,0.5670821347541518
0.5674641458550103,0.5705043388936989
0.5674604798669597,0.5738575052033162
0.5674568384005683,0.5771439280889787
0.5699890593309942,0.5771580994914729
0.5666788230304781,0.5771721767318242
0.5691810084859557,0.5771861607454182
0.5659222791842261,0.577200052455292
0.5627083059054416,0.5772138527723378
0.5651862234335309,0.5772275625955015
0.5676305993899782,0.5772411828119776
0.5700421902086306,0.5772547142974018
0.5700428582075776,0.5805175148141513
0.5700435218829067,0.5837163756634305
0.5700441812764596,0.5792419009467199
0.5700448364295394,0.5748536051161128
0.5700454873829202,0.57801566523246
0.5700461341768542,0.5811185278288652
0.5724475010379033,0.581137120166159
0.572451701008587,0.5841869768711384
0.5724558743971778,0.587181047923512
0.5692667666856454,0.5872080625384254
0.5716484613998783,0.5872349072501004
0.5716513836060269,0.5829564166837156
0.5716542875483871,0.5787552919166667
0.5685035204984423,0.5787695537279336
0.5708657544631766,0.5787837269565218
0.5708674969305617,0.5817634588031024
0.5708692286419753,0.5776360319929453
0.5732071961274379,0.57764832928854
0.5732120916902566,0.5735876447889943
0.5732169573107948,0.5765393274617737
0.5732217932629152,0.579440484426467
0.5732265998171505,0.5822925301913107
0.573231377240754,0.5783301291038541
0.5732361257977496,0.5744338092121776
0.5732408457489802,0.5772569652438325
0.5732455373521552,0.5734332304515837
0.5732502008618983,0.5762189973854162
0.5732548365297919,0.5789602788457712
0.5755926490476191,0.5789732938888889
0.5779000823573253,0.5789862316913946
0.5801777858534366,0.5789990929388561
0.5770445977274876,0.5790118783087512
0.579298912,0.5790245884705882
0.5793107431476051,0.5752549503274234
0.5793225051072125,0.5715449125146199
0.5793341984839651,0.5678929416878102
0.579345823875969,0.564297558372093
0.5762427111395882,0.5642923480579711
0.5784845662738332,0.5642871678612718
0.5754257671213576,0.5642820175216139
0.5724049545909398,0.5642768967816092
0.5694213565549118,0.5642718053868194
0.5694211328667362,0.5607111172955752
0.569420910453137,0.5572048045464089
0.5694206893032514,0.5599768134683795
0.5694204694063398,0.5627070862869981
0.5694202507517835,0.5653966422656815
0.569420033329084,0.5680464666851277
0.5664530400390815,0.5680457648409827
0.5687013397239183,0.5680450669287376
0.5709223505826017,0.5680443729154436
0.5679999573535629,0.5680436827685189
0.5651125092206573,0.5680429964557439
0.5622593243600721,0.5680423139452557
0.562251537716648,0.5645883014420354
0.5622437939748406,0.5672222959044996
0.5622360927810651,0.569818172047952
0.5622284337856117,0.572376823035257
0.5622208166425924,0.5748991134621706
0.5644390465395095,0.5749054803801422
0.5616086274662668,0.5749118126952988
0.5638043952867804,0.5749181106889638
0.5610104729134031,0.5749243746394199
0.5582487297268157,0.574930604821949
0.560425829579274,0.5749368015088732
0.5625780967292227,0.574942964969594
0.5647059911123704,0.5749490954706318
0.5647012122221633,0.5774554118262367
0.5646964587515851,0.579926489574468
0.5646917304983575,0.5823631293436066
0.5646870272623428,0.5847661069482981
0.5667991906013055,0.584781370996198
0.5640717131448229,0.5847965547070038
0.5661637357657565,0.5848116587132907
0.5682326070325959,0.5848266836410109
0.5655421820392315,0.5848416301095783
0.5675918246178344,0.5848564987319553
0.5675899730756886,0.5814559677402598
0.5675881311270254,0.578102149863839
0.5675862986974769,0.5747940133253826
0.5675844757134415,0.5715305573793972
0.5649171447827926,0.5715330985788575
0.5669553166057087,0.5715356267465257
0.5689715603069054,0.5715381419823901
0.5709662574927113,0.5715406443854183
0.5729397806201112,0.571543134053571
0.5729426595375071,0.5739621506414398
0.572945523878106,0.5763489462385076
0.5729483737523382,0.5731260412091059
0.5729512092695215,0.5754870530982368
0.5729540305378745,0.5778173398403784
0.574914982287621,0.5778250215774732
0.5768552947121951,0.5778326649058824
0.5742260857432178,0.5778402701129529
0.571624267117425,0.5778478374831724
0.5735515404430841,0.5778553672982047
0.5754590089203206,0.5778628598369249
0.5754637544597295,0.5801741971877084
0.5754684766220971,0.5769942473591776
0.5754731755797355,0.5792816723723331
0.5754778515032679,0.5815400982352942
0.5754825045616485,0.5784119504635072
0.5754871349221835,0.5753230355781519
0.5754917427505503,0.5722725654882344
0.5754963282108183,0.5692597736569579
0.5773960984500767,0.5692602208017218
0.5748149632509235,0.569260665786366
0.5722601105288523,0.569261108626506
0.574147478389982,0.5692615493376068
0.5760158856106791,0.5692619879349853
