Christopher Eubanks,Stefanos Tsitsipas
0.6497857433663367,0.7092583176237623
0.6532192164705882,0.7023048047058823
0.6565860201941748,0.6954863114563107
0.6502726930769231,0.688798943076923
0.6536034293333334,0.6822389531428571
0.6549845290566038,0.7324065101886792
0.6563398138317756,0.7349073839252336
0.6576700007407408,0.7126705871604938
0.6589757805504588,0.7191292667889908
0.660257818909091,0.7057735461818182
0.6615167574774775,0.7114272379579579
0.6484675007142857,0.7110275899999999
0.6376719602528444,0.7106350154572271
0.6283189480701754,0.7102493281871345
0.6199567543188407,0.7098703485217391
0.618443717164751,0.7160660474876848
0.6169565438936372,0.7212400861538462
0.6154945769491525,0.7257211023728813
0.6140571808776843,0.729706639327731
0.6219030006666666,0.7302924173333333
0.6287843432607062,0.7308685130578513
0.6349319132240437,0.7314351645901639
0.6261217517448405,0.7319926022764228
0.6317955305990783,0.732541049032258
0.6313125949257142,0.7367170842763636
0.6308373248979592,0.7404901329100528
0.6303695394375703,0.7275930775529982
0.6299090631250001,0.71589914125
0.6294557259800665,0.7201686569509044
0.6290093632527473,0.7241160775384615
0.6353309929770993,0.7243136647328243
0.6411239400000001,0.7245082581818181
0.6464759492967713,0.7246999254135338
0.6373592377446103,0.7248887319402985
0.6424712832436648,0.7250747413333334
0.6423911925386997,0.7291507488581315
0.6423122710411064,0.732940641297648
0.6422344933333333,0.7364861599999999
0.6421578347292692,0.7257920149640288
0.6420822712481203,0.7293662896870747
0.6328252487943262,0.7295970589935832
0.6241433808450705,0.729824578028169
0.6159643743674508,0.730048914978355
0.6215133701207729,0.7302701361375661
0.6267473108965518,0.7304883059704433
0.6190983567123288,0.7307034871754728
0.61869632707483,0.7343759993073593
0.6182997302702703,0.7237388577673325
0.6179084569127518,0.7274167119463087
0.6175224005333333,0.7309006005333334
0.6171414574834437,0.7342109888130413
0.6093971057894737,0.7344413821052631
0.6148549315323166,0.7346687637204625
0.6200357333580705,0.7348931923276723
0.6249660605828699,0.7351147250818859
0.629668974871795,0.7353334176725839
0.6294800005095542,0.7386523784288748
0.6292934182278481,0.7418134091862567
0.6291091828930817,0.744831405838213
0.6289272505,0.747719313
0.6214143783770788,0.7480440377639752
0.6261781486419753,0.7483647535802469
0.619025075783603,0.7486815342331288
0.6121528412338594,0.748994451707317
0.6167952558961038,0.7493035762424243
0.6212551812048193,0.7496089763855422
0.6255460953163943,0.7499107190419161
0.6296800881954887,0.7502088695238095
0.6295356093179695,0.7531375820729147
0.6293928301919505,0.7559417063529412
0.6292517209972299,0.7460496141485026
0.6291122526070991,0.7489044224897401
0.6289743965682995,0.7516479195375723
0.633142652979664,0.7519258050574713
0.6371620576000001,0.7522005147428572
0.64104251154102,0.7524721027272727
0.6344351793596987,0.752740621920904
0.6382309228429579,0.7530061240449438
0.6381732471664285,0.7557205528988207
0.6381162123307493,0.758333083027027
0.638059807714249,0.7608510356266356
0.6380040229286992,0.7632809964947872
0.6417843819572777,0.763593738702536
0.6352990584057971,0.7639030815384615
0.639001711360752,0.7642090801275121
0.6327537089636239,0.7645117884091536
0.6266890913368984,0.7648112591690661
0.6303505909596179,0.7651075440698308
0.6339066670899471,0.7654006936806403
0.637362885869969,0.7656907575060728
0.6373109910768915,0.7681156548691099
0.6372596368545752,0.7704571510772358
0.6372088148003658,0.7612476910140636
0.6371585166848595,0.7636428762215296
0.6371087344474611,0.765960834909091
0.6405685561381476,0.7662272684972171
0.6439328689052772,0.7664909971758191
0.6380407261803218,0.7667520619283746
0.6323033169849246,0.7670105029145728
0.6356418004,0.767266359490909
0.6388946953443311,0.7675196702306649
0.6388584787701928,0.7698106769636963
0.6388226190095929,0.7720297862154637
0.6387871108152734,0.7741811883354193
0.638751949042362,0.776268732097561
0.6419856783260798,0.7765457447249191
0.6363770772717596,0.7768200809017713
0.6309055773076924,0.7770917792307692
0.6341148297811593,0.7773608775757576
0.6372471831766513,0.7776274130793651
0.6403059268065898,0.7778914221800948
0.6402805244863732,0.7799498858221023
0.6432816200938967,0.7802164811650858
0.6462144791660676,0.7804805849628075
0.6462141971520573,0.7824887910697674
0.6462139177492878,0.7844398687436456
0.6491042986510264,0.7847103636107347
0.651930721988224,0.7849783768735383
0.6519525744810195,0.7764334987846856
0.6519742283147897,0.7784442344974272
0.6547596809582115,0.7786783722564672
0.6574851054654655,0.7789104006663267
0.6522732354644459,0.7791403481039005
0.6549681567957747,0.7793682424393531
0.6576075262814814,0.7795941110473794
0.6525560847278458,0.7798179808181667
0.6551672012096679,0.7800398781680657
0.657726725497076,0.7802598290499834
0.6577657645414847,0.7822493016593886
0.6578044641159421,0.7841841861185771
0.6578428286291487,0.7860671803092145
0.6578808624137931,0.7879007966243194
0.6604221462660944,0.7881334338197424
0.6629139597158397,0.7883640826630678
0.6653579970671032,0.788592768537514
0.660461298343703,0.788819516396075
0.662883375864979,0.7890443507705974
0.6629342860504202,0.7908457856157636
0.6629847702092051,0.792601256274023
0.6630348336666667,0.7943128753333333
0.663084481659751,0.7959826198816407
0.6582439121763086,0.7962159934209456
0.6606707581330925,0.7964474461903798
0.6630532237132135,0.7966770018059661
0.6583470479455782,0.7969046834981599
0.6537259974557628,0.7971305141196854
0.6491874101723001,0.7973545161531823
0.6491953754163542,0.7989968512591051
0.6492032766825442,0.800599902788296
0.6492111147386046,0.7927903603199999
0.6492188903400352,0.7944395252957401
0.6492266042303434,0.7960507422607024
0.651659048973695,0.7962579916924184
0.6540486617322835,0.7964636092388452
0.6563967414461336,0.7966676140986335
0.6587045315625,0.7968700251704546
0.6587355126329442,0.7984523512027413
0.6587662535400517,0.7999992091564068
0.658796757065637,0.8015120147456773
0.6588270259487179,0.8029921047032967
0.6543379549189507,0.8031995788505746
0.6499257022635248,0.803405469225736
0.6455880243444131,0.8036097938946225
0.6479314090715668,0.8038125706493506
0.6436819943435949,0.8040138170134771
0.6436760667827464,0.8054692044731546
0.6436701836231027,0.8068938038784852
0.6436643443676355,0.8082887740666531
0.6436585485267071,0.8096552127961418
0.6394414570864198,0.809859692988989
0.6417982625541142,0.810062664102922
0.6441168700420168,0.8102641427821939
0.6463983293713694,0.8104641454271855
0.6486436499270074,0.8106626881988558
0.6486485821090909,0.812006388169697
0.6486534785507246,0.8049326299618611
0.6486583396389892,0.8063154360804539
0.6486631657553957,0.8076709567533664
0.6486679572759857,0.8090001413874144
0.6445355151371994,0.8091849962169981
0.6404679620459145,0.8093685353538449
0.6427295010755354,0.8095507727946853
0.6449561514107094,0.8097317223384174
0.6471488198658619,0.8099113975895882
0.6493083802873221,0.8100898119618032
0.64931409712627,0.8113989163636364
0.6493197741266189,0.8126830256153481
0.6493254117033543,0.8059822741598915
0.6493310102657178,0.8073003075265769
0.6493365702173064,0.8007942350870279
0.6493420919561694,0.8021420115949061
0.6514925914914863,0.8022958362933117
0.6536108863809885,0.8024486109937764
0.6496439882893341,0.8026003464105642
0.6517448261571649,0.8027510531126619
0.653815070881422,0.8029007415262321
0.6538280088840356,0.7965162378388536
0.653840860054417,0.7978960440083314
0.6538536252637923,0.799250833347522
0.6538663053717719,0.793090749704869
0.6538789012265422,0.7870490257364341
0.6538914136650559,0.7884722071639618
0.6539038435132163,0.7898704364815612
0.6539161915860598,0.7912444601528014
0.6559829136112412,0.7913648291006523
0.6580196856105038,0.7914844113233538
0.6600272315309447,0.7916032145087738
0.6620062509655562,0.7917212462449379
0.6620307136400733,0.7858809635584936
0.6620550184908837,0.780147149663837
0.6620791670404026,0.7815838909324759
0.6621031607915273,0.7829964227385673
0.6621270012279483,0.7774414431714156
0.6621506898144559,0.7719833339097988
0.6641184939594964,0.7720658623671637
0.6660585883739046,0.77214786849252
0.6679716219173394,0.772229357229073
0.6640974274488665,0.7723103334578489
0.6659979939811913,0.77239080199867
0.66602612525,0.7669846565
0.666054081246106,0.7684878349859658
0.6660818636024846,0.7699664836244062
0.6661094739318886,0.7647183347332351
0.6661369138271604,0.7662051688129153
0.6661641848615385,0.761075002443956
0.6661912885889572,0.7625685712605625
0.6662182265443426,0.7575510771545342
0.6662450002439024,0.75261375701897
0.6662716111854103,0.7541402866266976
0.666298060848485,0.7493074355041323
0.6663243506948642,0.7445495495190659
0.6682274113730957,0.744586318215565
0.6643691214926402,0.744622866079052
0.6662598775580547,0.7446591950930571
0.6624679020202214,0.7446953072174264
0.6643463097619047,0.7447312043886744
0.6661997402402148,0.7447668885203304
0.666224602472058,0.7400446452071007
0.6662493180240672,0.7416337791797845
0.6662738881904762,0.7431991813498451
0.6662983142503376,0.738595827086574
0.6663225974677435,0.7401610821052631
0.666346739092045,0.7417035593272033
0.6681881003973631,0.7417338883760682
0.6700052103768117,0.7417640416043603
0.671798594128243,0.7417940205365348
0.6735687610374641,0.7418238266794749
0.6736005042086649,0.7433503952230663
0.6736320654705753,0.7448550653612964
0.6736634463824176,0.7403859716571428
0.6736946484856454,0.7418908408014881
0.6737256733041959,0.7433746504694485
0.6754820225867699,0.7434050292518459
0.677215877644239,0.7434352364027044
0.6735268853254262,0.7434652733724312
0.6698851301928559,0.7434951415951372
0.6662896277788153,0.7435248424888643
0.6627394218468616,0.7435543774558109
0.662757188490906,0.7391606331915664
0.6627748564313725,0.7348286552401434
0.6627924264885123,0.730557036232687
0.6628098994735132,0.7320885150855039
0.6628272761886242,0.7335991939472029
0.6628445574272785,0.7294233243956044
0.6593157750416958,0.7294368906301371
0.6558310305504079,0.7294503827322404
0.6576233911183424,0.729463801307902
0.659393835621118,0.7294771469565218
0.6611428005781391,0.7294904202710027
0.662870710532166,0.7295036218378379
0.662887269491667,0.7253583781591758
0.6629037394245041,0.7268933356162117
0.6629201210467093,0.7228208828864376
0.6629364150666567,0.7243524528147789
0.6629526221851644,0.7258639996118297
0.6629687430955948,0.727355947735789
0.6595473185702362,0.727366524223445
0.6612743211992945,0.727377044750849
0.662980842718588,0.7273875097609578
0.6596204140533526,0.727397919692066
0.6562995506233149,0.7274082749778665
0.6580054707060988,0.7274185760475111
0.654732606443654,0.7274288233256694
0.6564280210416666,0.7274390172325871
0.6581041089202718,0.7274491581841441
