Daniil Medvedev,Christopher Eubanks
0.6895553473267326,0.6188965354455446
0.6827950007843137,0.6226328439215687
0.676165923106796,0.6262966027184466
0.6696643276923077,0.62027452
0.663286572190476,0.6238909531428573
0.7136329252830188,0.6255523592452831
0.7163092530841121,0.6271827110280374
0.7189360192592592,0.6287828711111111
0.7215145878899082,0.6303536704587156
0.7240462734545454,0.6197746976969698
0.726532343063063,0.6249161525868726
0.7289740185714285,0.6161477685714286
0.7313724785840707,0.6210196172271386
0.7337288603508771,0.6132328954385965
0.7360442615652173,0.6060032022766799
0.7383197420689654,0.6054812310971788
0.7405563254700854,0.6049681825019425
0.7209632331234866,0.6044638296456086
0.7249587401680673,0.6039679533078686
0.7285238988148148,0.6034803415757577
0.7298492293112947,0.6095747940495868
0.7311528330783242,0.6012680649684742
0.7324352400361336,0.5935654478048781
0.7336969630107527,0.5992625006451613
0.7349384984177777,0.60456840064
0.7361603269135801,0.5974067933520075
0.737362914015748,0.5906185045669292
0.7385467106944443,0.5956671264473684
0.7397121539362619,0.6004538765891473
0.7408596672820512,0.6050108247912088
0.7446190082442747,0.6047544717121047
0.7479999937190083,0.6045020027705628
0.7510909028571429,0.6042533303544576
0.73443523021814,0.6040083694669509
0.7381117783703702,0.6037670376296297
0.7389870068907562,0.5966537773262033
0.7398494583524504,0.6016174712281815
0.7406994105175982,0.5948687203864734
0.7415371331551901,0.5996298566906475
0.7423628883265305,0.6041819511208791
0.7431769306585613,0.6085450097609666
0.7467964090140844,0.6084326687949921
0.7313467837762238,0.608321899031339
0.7352804458169935,0.6082126677366255
0.721690276413793,0.6081049430804598
0.725759448997837,0.6079986941045155
0.7135720413605442,0.6078938906928697
0.71767918007722,0.6077905035435436
0.7215350768029285,0.6076885041411881
0.7218763581090909,0.6005331910095238
0.7222131191330523,0.6053318000274035
0.7225454490909091,0.6099246715789474
0.7228734348663102,0.6143295493316466
0.7231971610861865,0.6076042212987014
0.7235167101935484,0.6011304306236559
0.7238321625174824,0.6054469650678733
0.7241435963404748,0.599235532811647
0.724451087963176,0.6034296418565401
0.7247547117667238,0.6074819569879314
0.7287600738695652,0.6074014109729731
0.7325264394202897,0.6073218655296291
0.7207721609876543,0.6072433021287955
0.7245805431996224,0.6071657026960704
0.7281882186449864,0.6070890495978906
0.7284887614276094,0.6112160929888357
0.7287856832128514,0.6152044258758109
0.7290790490485695,0.6090332340119761
0.7293689224338624,0.6129283613937282
0.7296553653648915,0.6167031703803889
0.733206412235294,0.6167169612549019
0.7365814906876387,0.6167305908326373
0.7397970353488372,0.6167440619269102
0.7428673862539623,0.6167573772859896
0.7432328128439005,0.6205383124084469
0.7435940631299538,0.6242047017558442
0.7439512082991202,0.6277632264646464
0.7443043179296518,0.6312200078211742
0.7336100566292134,0.6313377263898388
0.7234277928965633,0.6314541296672334
0.7137145527320261,0.6315692395748793
0.7172183350907656,0.6316830775498439
0.720577418021978,0.6317956645580507
0.7115445773091124,0.6319070211071514
0.7116434096592243,0.6256824530249769
0.7117411735514974,0.6292128833153153
0.7118378862191224,0.6232081362650868
0.7119335645266656,0.6266767383957219
0.7120282249798735,0.630051736971214
0.7121218837351637,0.6242821127553928
0.7122145566088193,0.6276021007189672
0.7123062590858922,0.6308378615784371
0.7158050196052631,0.6309280193209876
0.7068099525866879,0.6310172427864134
0.710283969484536,0.6311055464222985
0.7136271035997498,0.6311929443798671
0.7051863196501458,0.631279450521542
0.6970533435769095,0.631365078428276
0.6892084439302112,0.6314498414066592
0.6816336184924623,0.6315337524958125
0.6815587837333332,0.6348154776727273
0.6814846935986734,0.6380133976972282
0.6814113370297029,0.6411314360396039
0.68133870318555,0.6354251660132495
0.6812667814379084,0.6298607888600865
0.6811955613658536,0.6244319516097561
0.6811250327508089,0.6275681644819353
0.6810551855716587,0.6306319234034596
0.68474855180602,0.6307017761290322
0.6883151006576402,0.6307709604074703
0.6808496353015872,0.6308394857880184
0.6736250521249637,0.6309073616388932
0.6666277833962264,0.6309745971515521
0.6598453092221301,0.6310412013448432
0.6596939338537657,0.6341075993947485
0.659543966628363,0.6371037213023256
0.6593953879883805,0.6400324611965811
0.659248178736785,0.6428965441474654
0.6629803002964008,0.6430055814067278
0.6665968617420521,0.643113622891933
0.6701039448080808,0.6432206821818182
0.6735071949321267,0.6433267726093514
0.6734217816871416,0.6461659846282103
0.6733371344802284,0.6408323269216566
0.673253243051948,0.6436393604761905
0.6731700973252526,0.6463872067047619
0.6730876874014481,0.6490780914670322
0.6764572879546884,0.6491969383681827
0.6797299272514619,0.6493147427526562
0.6829103466827284,0.6494315182778769
0.686002970871039,0.6495472783637477
0.685968179229584,0.6522135405098606
0.6859336875160724,0.6470314215777043
0.6858994918687713,0.649671308776244
0.68586558849196,0.6522587610256411
0.6858319736545258,0.6547956218409855
0.679287104858757,0.6549202612667262
0.6823926468063913,0.655043848882967
0.6854158027216046,0.6551663979478106
0.6883602759540413,0.6552879214974675
0.691229542,0.6554084323508772
0.6912140667219917,0.6579273781408632
0.6911987193388429,0.6603976958169104
0.691183498271605,0.6628210374704382
0.6911684019672131,0.657821926557377
0.691153428897959,0.660226382286722
0.684861216710444,0.6603529336786109
0.6787250610526315,0.6604784603628729
0.6816454643331729,0.6606029747351653
0.6844948101488306,0.6607264889920175
0.687276012493913,0.6608490151348148
0.6899918216050085,0.6609705649736854
0.6899748472562358,0.6633614550212931
0.6899580070920384,0.6584222894728321
0.6899412995275591,0.6535769688188977
0.6899247230028012,0.655973552793541
0.6899082759821429,0.6583273667732558
0.6898919569538633,0.6606397359881928
0.6925866031051424,0.6607521989200749
0.6952191380180179,0.6608637934123286
0.6977919692223393,0.6609745294854112
0.7003073763031997,0.6610844170062096
0.7003165187703735,0.6563476928799445
0.700325591713082,0.6586602707361047
0.7003345959213759,0.6540307031649832
0.7003435321733809,0.6563250282927638
0.7003524012355212,0.6517974259300425
0.7003612038627391,0.6540733420901292
0.7003699407987092,0.6496428908986981
0.7003786127760474,0.6519003035648601
0.7003872205165165,0.6541211731358025
0.7003957647312258,0.6498013983246471
0.7004042461208266,0.6520047234333733
0.7004126653757052,0.6541734731165131
0.7029382849635035,0.6542559337137801
0.7054079830660287,0.6543377945976125
0.7078238253416148,0.6544190622866344
0.7101877731296862,0.6544997432053387
0.7102156901973805,0.6502465830215828
0.7102434071427258,0.6460613775534974
0.7102709261098901,0.6482448217142857
0.7102982492125194,0.6503949368842208
0.7103253785342789,0.6525125889361703
0.710352316129383,0.6545986120949016
0.7126921963059368,0.654674639785379
0.7068687371228071,0.6547501339482039
0.7091967666614867,0.6548251001798202
0.711476900933118,0.6548995439986727
0.7137107796452477,0.6549734708465609
0.7137425470729979,0.6570446663341385
0.7137740954150394,0.6590852355320658
0.713805426929988,0.6610959465648467
0.713836543845519,0.6630775404901345
0.7160404504599382,0.6631628505720637
0.7182005865066027,0.6632475803132997
0.7203183975908554,0.6633317356156119
0.7223952639391116,0.6634153223010166
0.7224398326932157,0.6653792625895316
0.7224841023281647,0.6613292538508979
0.7225280758451543,0.6632811039464883
0.722571756205364,0.6652054914171092
0.7226151463306221,0.6612454015597133
0.7226582491040572,0.6631581704347826
0.724713768640864,0.6632367128483283
0.726730226830278,0.6633147385354692
0.7287088563642988,0.6633922525787599
0.7306508366472743,0.6634692599943166
0.7307049145319826,0.6595527296776368
0.7307586412615955,0.6614635464357864
0.7308120202453857,0.663348387621085
0.7308650548486352,0.6652078465578748
0.730917748393343,0.6670424975777063
0.7328368271794872,0.6671214211965812
0.7347209927321448,0.6671998405111821
0.7365712992112753,0.6672777603397028
0.7383887571461989,0.6673551854391535
0.7384504849300466,0.6691739345036092
0.738511823264154,0.6653576850018099
0.7385727758225753,0.6671665301385694
0.7386333462332948,0.6689518710162807
0.7386935380789474,0.670714219
0.7404896368016614,0.6707929909034267
0.7405515219875776,0.6725346867317362
