Jannik Sinner,Daniel Elahi Galan
0.6257263374257426,0.5664860403960396
0.6195917654901961,0.5609322556862744
0.6135763114563108,0.5554863114563107
0.6076765392307693,0.5597604815384616
0.6018891436190477,0.5639532388571428
0.5962109441509434,0.5680668875471698
0.5906388792523365,0.5689883808099688
0.6222070377777777,0.569892809382716
0.6348473401834863,0.5707806429357798
0.6199850916363636,0.5716523340606061
0.6288140547747748,0.572508319039039
0.6356996435714286,0.5733490185714285
0.6359736880235989,0.5632182434386852
0.6362429246783626,0.5698692112280702
0.6365074789565218,0.5612906383768116
0.636767471954023,0.5535783627586206
0.6370230206267807,0.5597249346386945
0.6372742379661017,0.5653821193220339
0.6375212331652661,0.5583685656367162
0.6377641117777778,0.5636971792380951
0.6380029758677686,0.5687197527272727
0.6382379241530055,0.5734843449180327
0.6473734268989547,0.5739031713821138
0.654825484516129,0.5743152425806451
0.6611424361955556,0.57472072064
0.6666536514285715,0.5751197625396826
0.6677036226771654,0.5676964017415469
0.668737188125,0.5728609468055555
0.6697547293023256,0.5777587562301101
0.670756616,0.5824237698461538
0.6717432067175573,0.5868836392875318
0.6771225625895317,0.587488056161616
0.661265865263158,0.5880833840601504
0.6472897135706086,0.5886698264676616
0.6348026672592593,0.5892475808395061
0.6411644123529412,0.5898168388235294
0.6469770808759124,0.5903777864720194
0.6361347490878091,0.5909306044444445
0.6417148207194245,0.5914754682014388
0.646905579518797,0.5920125481904761
0.6517614190070922,0.5925420100236406
0.6521011273239437,0.5841011465300896
0.6524360844755245,0.5892207576284585
0.6527663894444444,0.5940862737037037
0.6530921384827586,0.5987247591724137
0.6534134252054795,0.6031592049736565
0.6582978819825073,0.6037656572684458
0.6628881823587224,0.6043639142619542
0.6672198079486431,0.6049541409602478
0.6713224005333334,0.6055364979692308
0.6718434442384107,0.6099601256217807
0.6723576321052631,0.6141970212030075
0.6728650985620914,0.6182640550642327
0.6733659745454545,0.6221759096103896
0.6774087747096775,0.6228930542795699
0.6812518151084813,0.6236010047863247
0.671468677084218,0.6242999368152866
0.6621957690415914,0.6249900216033755
0.6661792327738019,0.6256714260796645
0.6699897505,0.6263443129999999
0.6703831889026914,0.6180460413704668
0.6707717700411523,0.6220838893827161
0.6711555833128835,0.6142587790741774
0.6715347159349594,0.6067634617503587
0.671909253010101,0.6108273857662337
0.6722792775903614,0.6147495386345381
0.672644870738523,0.6185399470723418
0.6730061115873016,0.6222076163909774
0.6768751980301584,0.6227302122454064
0.6677109416470588,0.6232466599133126
0.6715480919085592,0.6237570672576177
0.6752298636662106,0.6242615396328028
0.6787683902229562,0.624760179957408
0.6791367163875206,0.6284097425758916
0.6825620576,0.6289213938637362
0.6858629181449631,0.6294272309324009
0.6862634483066117,0.6329948592090395
0.6866594781293653,0.636450903436558
0.6898761662805057,0.6369830621719581
0.6929823423247864,0.6375093080325203
0.6934036043518912,0.6302333311444357
0.693820237125951,0.6232109472834142
0.6855101643715847,0.6236178514982844
0.6886443217497349,0.6240203328412537
0.6916771072535393,0.6244184630345695
0.6838621509677419,0.6248123122580646
0.6763159751482742,0.6252019491903992
0.6690220098817967,0.6255874410489857
0.6722020432114102,0.6259688536286452
0.6652097339036955,0.6263462513390453
0.6654030214726524,0.6191651551070918
0.6655942956294327,0.6122313719444444
0.6657835876705986,0.6160051975309755
0.6659709282474227,0.6196654127835052
0.6661563473824332,0.613068838017094
0.6663398744854538,0.6166742413494377
0.6665215383691543,0.610330406497462
0.6667013672641307,0.6138809263299663
0.6668793888335294,0.6077681372400463
0.6670556301872341,0.611264129645283
0.6672301178956284,0.6053634479749401
0.6674028780029493,0.6088055764536453
0.6675739360402473,0.6031003733708655
0.6677433170379641,0.6064895196560027
0.6679110455381423,0.6097960659915895
0.6680771456062797,0.6043023132071745
0.6682416408428411,0.6075608216425121
0.6684045543944352,0.6022320692686003
0.6685659089646747,0.6054434005988578
0.6687257268247214,0.6085828174633409
0.6721486259715641,0.6087828688061385
0.6754639626415095,0.6089810328721175
0.67867774685446,0.609177336242641
0.6817955253875756,0.6093718050022252
0.6819987564140447,0.6041254189767442
0.6822001056717502,0.5990014854131054
0.6823995991759284,0.5939949689484709
0.682597262464472,0.5971799969437217
0.682793120608828,0.6002972149771689
0.682987198224599,0.6033492236837944
0.6831795194818562,0.606338481292825
0.683370108115174,0.6015271790178911
0.6835589874333949,0.6044772350373692
0.6837461803291317,0.5997860552739727
0.6839317092880175,0.5951901901453454
0.6841155963977095,0.5981198676106194
0.6842978633566554,0.6009939048272663
0.6844785314826282,0.6038141909409889
0.687631401088344,0.6039563282572449
0.690690162776046,0.604097229596838
0.683157883944204,0.6042369110114127
0.6861998279310345,0.604375388275862
0.6891560518454936,0.6045126768942645
0.6893397561416361,0.6073184870830594
0.6895218969969605,0.6028005449135471
0.6897024942857142,0.5983690257627119
0.6898815675467149,0.6011575921487733
0.690059135990396,0.6038961563107194
0.6902352185056784,0.6065863021948883
0.6931510617368422,0.6067195018393573
0.6858996197338675,0.606851596092586
0.6888011797674745,0.6069825986577716
0.6916256244718793,0.6071125230125439
0.6943765093308251,0.6072413824135887
0.6945533599785882,0.6028701441554908
0.6947287728162068,0.5985787975514107
0.6949027653069622,0.6012850836493738
0.6950753546324696,0.6039447922209863
0.6952465576983344,0.6065593248922965
0.6954163911396721,0.6023884502076404
0.6955848713264974,0.5982894248428509
0.6957520143689826,0.5942601254700856
0.6984762415504272,0.5943436214776529
0.6915071044269466,0.5944264600363416
0.6942215101176471,0.5945086488808446
0.6968685940625,0.5945901956249999
0.6994512301190898,0.5946711077641424
0.699617792182288,0.5906550508661947
0.6997830680519481,0.5867066624087682
0.6999470725687646,0.5893706410605565
0.7001098203459887,0.5919916740310547
0.7002713257737683,0.5945709545038168
0.7004316030233899,0.5907202280490769
0.7005906660514234,0.5869309998392084
0.7007485286037736,0.5832015977861635
0.7033043499809225,0.5832495601853117
0.705799101423221,0.5832971633155525
0.7082352825827385,0.5833444111985526
0.7106152525544345,0.5833913077961773
0.710787577015873,0.5796855188148148
0.7109586297100685,0.5822850498001534
0.7111284246638656,0.578645443633218
0.7112969756985871,0.5812139221963796
0.7114642964337852,0.5776378919258843
0.7116304002909091,0.5801760851393939
0.7117953004968943,0.5766611822696198
0.711959010087674,0.5731979701933263
0.7143116610436722,0.5732204208485174
0.7166110078534448,0.5732427105671121
0.7188591137886496,0.5732648410734311
0.7210579323804944,0.5732868140672498
0.7212324442169828,0.5758218324349882
0.7214057227542736,0.5783202521710377
0.7215777810201751,0.580782967631242
0.7217486318596491,0.583210842385965
0.72391034993007,0.5832506457153658
0.7260258282633413,0.5832901716696488
0.719619125458153,0.5833294231381382
0.7217403995315411,0.5833684029701673
0.7238180028948058,0.5834071139757688
0.7239840987567967,0.5858213699361806
0.7241490569758974,0.5823828700157595
0.7243128892003283,0.5847709798550984
0.7244756069198313,0.5871261567346939
0.7246372214683544,0.5837507436960842
0.724797744026685,0.5860812410302609
0.7268463302356903,0.5861223499772655
0.7288535573154363,0.5861631830252969
0.7308208469924138,0.586203742942572
0.7327495536803214,0.5862440324603988
0.7329169389841093,0.5828982664969874
0.7330832157759515,0.5852188691502032
0.733248395031214,0.5875085481188118
0.7334124875808496,0.5842221047107438
0.7335755041137666,0.5809793332373019
0.733737455179148,0.583252459743876
0.7338983511887289,0.5800586101166334
0.7340582024190268,0.5823087340259739
0.7342170190135299,0.584530265322854
0.7343748109848426,0.5867238110276861
0.7282063331312204,0.5867614360624858
0.7301606563650076,0.586798819911165
0.732077381933279,0.5868359648854118
0.7339577321531592,0.5868728732674657
